Ensembl Gene ID	id2	Ensembl Transcript ID	CDS Length
ENSG00000104804	TULP2	ENST00000221399	1563
ENSG00000167685	ZNF444	ENST00000337080	984
ENSG00000267976	unknown	ENST00000595927	657
ENSG00000106400	ZNHIT1	ENST00000305105	465
ENSG00000177504	VCX2	ENST00000317103	420
ENSG00000106404	CLDN15	ENST00000308344	687
ENSG00000177508	IRX3	ENST00000329734	1506
ENSG00000187840	EIF4EBP1	ENST00000338825	357
ENSG00000187848	P2RX2	ENST00000343948	1494
ENSG00000123933	MXD4	ENST00000337190	630
ENSG00000140526	ABHD2	ENST00000352732	1278
ENSG00000140527	WDR93	ENST00000268130	2061
ENSG00000140525	FANCI	ENST00000310775	3987
ENSG00000140522	RLBP1	ENST00000268125	954
ENSG00000140521	POLG	ENST00000268124	3720
ENSG00000167107	ACSF2	ENST00000427954	1923
ENSG00000167106	FAM102A	ENST00000373095	1155
ENSG00000167105	TMEM92	ENST00000300433	480
ENSG00000167104	BPIL3	ENST00000349552	1362
ENSG00000167103	PIP5KL1	ENST00000388747	1185
ENSG00000167100	SAMD14	ENST00000503131	1338
ENSG00000166851	PLK1	ENST00000300093	1812
ENSG00000166856	GPR182	ENST00000300098	1215
ENSG00000166855	CLPX	ENST00000300107	1902
ENSG00000163374	YY1AP1	ENST00000368339	2667
ENSG00000163376	KBTBD8	ENST00000417314	1806
ENSG00000163377	FAM19A4	ENST00000295569	423
ENSG00000163378	C3orf64	ENST00000383701	1584
ENSG00000056586	RC3H2	ENST00000373670	3576
ENSG00000178882	FAM101A	ENST00000389727	651
ENSG00000227816	TAP1	ENST00000418205	2427
ENSG00000128849	CGNL1	ENST00000281282	3909
ENSG00000225526	unknown	ENST00000564146	672
ENSG00000241132	LY6G5B	ENST00000437674	639
ENSG00000157005	SST	ENST00000287641	351
ENSG00000184014	DENND5A	ENST00000328194	3864
ENSG00000184012	TMPRSS2	ENST00000398585	1590
ENSG00000179820	MYADM	ENST00000391770	969
ENSG00000179826	MRGPRX3	ENST00000396275	969
ENSG00000162426	SLC45A1	ENST00000377479	2349
ENSG00000268206	unknown	ENST00000600595	141
ENSG00000268207	unknown	ENST00000593350	582
ENSG00000268202	unknown	ENST00000593410	795
ENSG00000268208	unknown	ENST00000596936	33
ENSG00000204118	NAP1L6	ENST00000373518	324
ENSG00000204119	unknown	ENST00000373524	240
ENSG00000204116	CHIC1	ENST00000373502	675
ENSG00000137145	DENND4C	ENST00000380437	5022
ENSG00000137142	IGFBPL1	ENST00000377694	837
ENSG00000173976	RAX2	ENST00000555633	693
ENSG00000233889	unknown	ENST00000433279	228
ENSG00000104756	KCTD9	ENST00000221200	1170
ENSG00000159123	DMRTC1	ENST00000373529	579
ENSG00000001561	ENPP4	ENST00000371401	1362
ENSG00000159128	IFNGR2	ENST00000381995	1071
ENSG00000122912	SLC25A16	ENST00000265870	999
ENSG00000253251	unknown	ENST00000510585	753
ENSG00000129038	LOXL1	ENST00000261921	1725
ENSG00000154065	ANKRD29	ENST00000592179	906
ENSG00000205246	RPSAP58	ENST00000496398	888
ENSG00000107223	EDF1	ENST00000224073	447
ENSG00000120519	SLC10A7	ENST00000507030	1077
ENSG00000155330	C16orf87	ENST00000565112	485
ENSG00000037749	MFAP3	ENST00000322602	1089
ENSG00000170523	KRT83	ENST00000293670	1482
ENSG00000170522	ELOVL6	ENST00000394607	798
ENSG00000170525	PFKFB3	ENST00000540253	1605
ENSG00000198558	HIST1H4L	ENST00000355981	312
ENSG00000134551	PRH2	ENST00000381847	501
ENSG00000198551	ZNF627	ENST00000361113	1386
ENSG00000198556	ZNF789	ENST00000331410	1278
ENSG00000198554	WDHD1	ENST00000360586	3390
ENSG00000075223	SEMA3C	ENST00000544525	2310
ENSG00000164542	KIAA0895	ENST00000297063	1563
ENSG00000160714	UBE2Q1	ENST00000292211	1269
ENSG00000160712	IL6R	ENST00000368485	1407
ENSG00000160710	ADAR	ENST00000292205	3810
ENSG00000096088	PGC	ENST00000373025	1167
ENSG00000136950	ARPC5L	ENST00000353214	462
ENSG00000243215	HLA-DMA	ENST00000383230	786
ENSG00000083307	GRHL2	ENST00000251808	1878
ENSG00000096080	MRPS18A	ENST00000427312	791
ENSG00000181215	C4orf50	ENST00000531445	2253
ENSG00000175467	SART1	ENST00000312397	2403
ENSG00000175463	TBC1D10C	ENST00000542590	1341
ENSG00000105402	NAPA	ENST00000263354	888
ENSG00000105401	CDC37	ENST00000222005	1137
ENSG00000105404	RABAC1	ENST00000222008	558
ENSG00000131459	GFPT2	ENST00000253778	2049
ENSG00000105409	ATP1A3	ENST00000441343	3680
ENSG00000092140	G2E3	ENST00000553504	2211
ENSG00000181218	HIST3H2A	ENST00000366695	393
ENSG00000132185	FCRLA	ENST00000367959	1149
ENSG00000108639	SYNGR2	ENST00000588282	828
ENSG00000132182	NUP210	ENST00000254508	5664
ENSG00000222009	BTBD19	ENST00000450269	876
ENSG00000014914	MTMR11	ENST00000439741	2130
ENSG00000014919	COX15	ENST00000016171	1233
ENSG00000135205	unknown	ENST00000285871	2868
ENSG00000131981	LGALS3	ENST00000254301	753
ENSG00000188021	UBQLN2	ENST00000338222	1875
ENSG00000188026	RILPL1	ENST00000376874	1212
ENSG00000244242	IFITM10	ENST00000340134	687
ENSG00000240747	KRBOX1	ENST00000426937	387
ENSG00000084652	TXLNA	ENST00000373610	1641
ENSG00000214694	ARHGEF33	ENST00000409978	2613
ENSG00000172167	MTBP	ENST00000305949	2715
ENSG00000172164	SNTB1	ENST00000395601	1617
ENSG00000148386	LCN9	ENST00000277526	531
ENSG00000148384	INPP5E	ENST00000371712	1935
ENSG00000020426	MNAT1	ENST00000261245	930
ENSG00000101871	MID1	ENST00000380779	2004
ENSG00000138115	CYP2C8	ENST00000371270	1473
ENSG00000138111	TMEM180	ENST00000238936	1554
ENSG00000172789	HOXC5	ENST00000312492	669
ENSG00000172785	CBWD1	ENST00000356521	1188
ENSG00000172782	FADS6	ENST00000310226	1053
ENSG00000172780	RAB43	ENST00000315150	639
ENSG00000150201	FXYD4	ENST00000374451	270
ENSG00000144724	PTPRG	ENST00000474889	4338
ENSG00000236112	unknown	ENST00000444738	486
ENSG00000196924	FLNA	ENST00000369850	7944
ENSG00000196923	PDLIM7	ENST00000355841	1374
ENSG00000174780	SRP72	ENST00000342756	2016
ENSG00000137497	NUMA1	ENST00000393695	6348
ENSG00000137492	PRKRIR	ENST00000260045	2286
ENSG00000265570	unknown	ENST00000580009	414
ENSG00000173786	CNP	ENST00000393892	1266
ENSG00000117877	CD3EAP	ENST00000589804	1539
ENSG00000232126	HLA-B	ENST00000450871	1089
ENSG00000232127	PSORS1C2	ENST00000416027	411
ENSG00000232125	DYTN	ENST00000452335	1737
ENSG00000174255	ZNF80	ENST00000308095	822
ENSG00000116473	RAP1A	ENST00000356415	555
ENSG00000112996	MRPS30	ENST00000507110	1320
ENSG00000112992	NNT	ENST00000264663	3261
ENSG00000116478	HDAC1	ENST00000373548	1449
ENSG00000223654	FLOT1	ENST00000420604	271
ENSG00000167531	LALBA	ENST00000301046	429
ENSG00000099866	MADCAM1	ENST00000215637	1149
ENSG00000151150	ANK3	ENST00000280772	13134
ENSG00000099864	PALM	ENST00000338448	1164
ENSG00000099860	GADD45B	ENST00000587345	531
ENSG00000021488	SLC7A9	ENST00000590341	1464
ENSG00000269308	unknown	ENST00000594233	57
ENSG00000269309	unknown	ENST00000594260	294
ENSG00000106245	BUD31	ENST00000403633	435
ENSG00000106244	PDAP1	ENST00000350498	546
ENSG00000072210	ALDH3A2	ENST00000581518	1527
ENSG00000106246	PTCD1	ENST00000555673	2250
ENSG00000269302	unknown	ENST00000596414	714
ENSG00000266173	unknown	ENST00000336174	1296
ENSG00000269306	unknown	ENST00000600668	567
ENSG00000269307	unknown	ENST00000596542	555
ENSG00000269305	unknown	ENST00000599351	141
ENSG00000100836	PABPN1	ENST00000216727	921
ENSG00000236808	ZNRD1	ENST00000432904	381
ENSG00000236802	B3GALT4	ENST00000430971	1137
ENSG00000153790	C7orf31	ENST00000409280	1773
ENSG00000228120	unknown	ENST00000433840	687
ENSG00000234409	unknown	ENST00000439765	1099
ENSG00000142765	SYTL1	ENST00000543823	1689
ENSG00000228128	DDAH2	ENST00000427126	858
ENSG00000113643	RARS	ENST00000231572	1983
ENSG00000113645	WWC1	ENST00000521089	3360
ENSG00000113649	TCERG1	ENST00000296702	3297
ENSG00000113648	H2AFY	ENST00000511689	1119
ENSG00000169432	SCN9A	ENST00000375387	5970
ENSG00000169435	RASSF6	ENST00000342081	1110
ENSG00000169436	COL22A1	ENST00000303045	4881
ENSG00000169439	SDC2	ENST00000302190	606
ENSG00000189030	VHLL	ENST00000339922	420
ENSG00000262088	unknown	ENST00000573464	378
ENSG00000111644	ACRBP	ENST00000229243	1632
ENSG00000111647	UHRF1BP1L	ENST00000279907	4395
ENSG00000215328	HSPA1A	ENST00000400040	1926
ENSG00000111641	NOP2	ENST00000382421	2538
ENSG00000111640	GAPDH	ENST00000229239	1008
ENSG00000111642	CHD4	ENST00000309577	5823
ENSG00000103569	AQP9	ENST00000219919	888
ENSG00000142494	SLC47A1	ENST00000395585	1761
ENSG00000267229	unknown	ENST00000585398	2535
ENSG00000267228	unknown	ENST00000588705	249
ENSG00000114030	KPNA1	ENST00000344337	1617
ENSG00000261686	unknown	ENST00000564856	933
ENSG00000073331	ALPK1	ENST00000177648	3735
ENSG00000156313	RPGR	ENST00000378505	3459
ENSG00000039537	C6	ENST00000337836	2805
ENSG00000262334	unknown	ENST00000574223	948
ENSG00000262335	unknown	ENST00000574960	1233
ENSG00000262330	unknown	ENST00000575875	795
ENSG00000109220	CHIC2	ENST00000263921	498
ENSG00000012048	BRCA1	ENST00000471181	5655
ENSG00000263687	unknown	ENST00000583602	450
ENSG00000149716	ORAOV1	ENST00000538554	451
ENSG00000184254	ALDH1A3	ENST00000329841	1539
ENSG00000138942	RNF185	ENST00000326132	579
ENSG00000138944	KIAA1644	ENST00000381176	600
ENSG00000184258	CDR1	ENST00000370532	789
ENSG00000163170	BOLA3	ENST00000327428	324
ENSG00000163171	CDC42EP3	ENST00000295324	765
ENSG00000187783	TMEM72	ENST00000389583	828
ENSG00000008226	DLEC1	ENST00000346219	5337
ENSG00000187786	SCXB	ENST00000340210	606
ENSG00000182368	FAM27A	ENST00000377531	204
ENSG00000225899	FRG2B	ENST00000443774	840
ENSG00000166526	ZNF3	ENST00000299667	1341
ENSG00000166527	CLEC4D	ENST00000299665	648
ENSG00000182362	YBEY	ENST00000397701	504
ENSG00000166523	CLEC4E	ENST00000299663	660
ENSG00000225890	HLA-DQA1	ENST00000443320	765
ENSG00000114698	PLSCR4	ENST00000354952	990
ENSG00000229387	unknown	ENST00000428556	63
ENSG00000229381	TRIM10	ENST00000456988	1446
ENSG00000184788	SATL1	ENST00000509231	1899
ENSG00000184786	TCTE3	ENST00000366774	597
ENSG00000184787	UBE2G2	ENST00000345496	498
ENSG00000184785	unknown	ENST00000330288	252
ENSG00000181552	EDDM3B	ENST00000326783	444
ENSG00000181555	SETD2	ENST00000409792	7695
ENSG00000168476	REEP4	ENST00000306306	774
ENSG00000168477	TNXB	ENST00000375244	12735
ENSG00000112697	TMEM30A	ENST00000230461	1086
ENSG00000112695	COX7A2	ENST00000370081	348
ENSG00000112699	GMDS	ENST00000380815	1119
ENSG00000182093	WRB	ENST00000333781	525
ENSG00000182095	TNRC18	ENST00000399537	8907
ENSG00000108578	BLMH	ENST00000261714	1368
ENSG00000108576	SLC6A4	ENST00000401766	1893
ENSG00000260240	unknown	ENST00000564533	216
ENSG00000260245	unknown	ENST00000564506	3306
ENSG00000119514	GALNT12	ENST00000375011	1746
ENSG00000227761	BAG6	ENST00000552467	3489
ENSG00000074527	NTN4	ENST00000343702	1887
ENSG00000050130	JKAMP	ENST00000554271	978
ENSG00000169989	TIGD4	ENST00000304337	1539
ENSG00000154269	ENPP3	ENST00000414305	2628
ENSG00000169981	ZNF35	ENST00000396056	1584
ENSG00000154262	ABCA6	ENST00000284425	4854
ENSG00000154263	ABCA10	ENST00000269081	4632
ENSG00000154265	ABCA5	ENST00000392677	4932
ENSG00000187258	NPSR1	ENST00000381539	1173
ENSG00000180209	MYLPF	ENST00000566955	600
ENSG00000164961	KIAA0196	ENST00000318410	3480
ENSG00000180205	WFDC9	ENST00000326000	270
ENSG00000242875	RBMY1B	ENST00000383020	1491
ENSG00000164967	C9orf23	ENST00000378959	492
ENSG00000165383	LRRC18	ENST00000374160	786
ENSG00000123444	KBTBD4	ENST00000533290	1632
ENSG00000165389	C14orf147	ENST00000298130	216
ENSG00000165388	ZNF488	ENST00000395702	1023
ENSG00000183574	RNF5	ENST00000549680	549
ENSG00000090621	PABPC4	ENST00000372858	1983
ENSG00000101680	LAMA1	ENST00000389658	9228
ENSG00000183571	PGPEP1L	ENST00000378919	591
ENSG00000183578	TNFAIP8L3	ENST00000327536	879
ENSG00000183579	ZNRF3	ENST00000544604	2811
ENSG00000250021	C15orf38-AP3S2	ENST00000398333	1185
ENSG00000116863	ADPRHL2	ENST00000373178	1092
ENSG00000255767	unknown	ENST00000438485	105
ENSG00000006756	ARSD	ENST00000381154	1782
ENSG00000006757	PNPLA4	ENST00000381042	762
ENSG00000154889	MPPE1	ENST00000588072	1191
ENSG00000164385	C6orf195	ENST00000296847	384
ENSG00000159459	UBR1	ENST00000290650	5250
ENSG00000151834	GABRA2	ENST00000507069	1536
ENSG00000155130	MARCKS	ENST00000368635	999
ENSG00000159450	TCHH	ENST00000368804	5832
ENSG00000100483	METTL21D	ENST00000395860	690
ENSG00000165685	C12orf59	ENST00000381923	552
ENSG00000100485	SOS2	ENST00000216373	3999
ENSG00000159455	LCE2B	ENST00000368780	333
ENSG00000177042	TMEM80	ENST00000526170	633
ENSG00000107651	SEC23IP	ENST00000369075	3003
ENSG00000006282	SPATA20	ENST00000006658	2409
ENSG00000006283	CACNA1G	ENST00000359106	7134
ENSG00000217442	C22orf41	ENST00000406915	267
ENSG00000174004	LRRC33	ENST00000328557	2079
ENSG00000198718	FAM179B	ENST00000361462	5322
ENSG00000198719	DLL1	ENST00000366756	2172
ENSG00000164035	EMCN	ENST00000296420	786
ENSG00000164032	H2AFZ	ENST00000296417	387
ENSG00000164031	DNAJB14	ENST00000442697	1140
ENSG00000198711	C1orf191	ENST00000361350	303
ENSG00000198712	MT-CO2	ENST00000361739	684
ENSG00000198715	C1orf85	ENST00000362007	1221
ENSG00000164038	NHEDC2	ENST00000362026	1614
ENSG00000164039	BDH2	ENST00000296424	738
ENSG00000100151	PICK1	ENST00000404072	1248
ENSG00000171631	P2RY6	ENST00000540342	987
ENSG00000100156	SLC16A8	ENST00000320521	1515
ENSG00000171634	BPTF	ENST00000321892	9141
ENSG00000100154	TTC28	ENST00000397906	7446
ENSG00000120068	HOXB8	ENST00000239144	732
ENSG00000243452	NBPF15	ENST00000369187	2013
ENSG00000230778	ANKRD63	ENST00000434396	1143
ENSG00000125743	SNRPD2	ENST00000342669	357
ENSG00000125741	OPA3	ENST00000323060	543
ENSG00000125740	FOSB	ENST00000353609	1017
ENSG00000125746	EML2	ENST00000587152	2553
ENSG00000125744	RTN2	ENST00000245923	1638
ENSG00000203544	unknown	ENST00000366356	249
ENSG00000203546	unknown	ENST00000549185	204
ENSG00000167608	TMC4	ENST00000376591	2139
ENSG00000124299	PEPD	ENST00000244137	1482
ENSG00000167600	CYP2S1	ENST00000310054	1515
ENSG00000167601	AXL	ENST00000301178	2685
ENSG00000167604	NFKBID	ENST00000352614	1398
ENSG00000256073	C21orf119	ENST00000534991	186
ENSG00000243989	ACY1	ENST00000458031	1497
ENSG00000042832	TG	ENST00000220616	8307
ENSG00000096717	SIRT1	ENST00000212015	2244
ENSG00000046647	GEMIN8	ENST00000380523	729
ENSG00000177335	C8orf31	ENST00000395172	399
ENSG00000240184	PCDHGC3	ENST00000308177	2805
ENSG00000166959	MS4A8B	ENST00000300226	753
ENSG00000257857	unknown	ENST00000549186	378
ENSG00000127241	MASP1	ENST00000296280	2187
ENSG00000127249	ATP13A4	ENST00000342695	3591
ENSG00000136425	CIB2	ENST00000258930	564
ENSG00000196235	SUPT5H	ENST00000599117	3264
ENSG00000158195	WASF2	ENST00000430629	1497
ENSG00000060642	PIGV	ENST00000078527	1482
ENSG00000128652	HOXD3	ENST00000468418	1299
ENSG00000128656	CHN1	ENST00000409900	1380
ENSG00000128654	MTX2	ENST00000249442	792
ENSG00000128655	PDE11A	ENST00000286063	2802
ENSG00000173542	MOBKL1A	ENST00000396051	666
ENSG00000122035	RASL11A	ENST00000241463	729
ENSG00000173540	GMPPB	ENST00000308375	1164
ENSG00000157214	STEAP2	ENST00000287908	1473
ENSG00000233450	KIFC1	ENST00000448818	2022
ENSG00000204099	NEU4	ENST00000325935	1494
ENSG00000173545	ZNF622	ENST00000308683	1434
ENSG00000157219	HTR5A	ENST00000287907	1074
ENSG00000173548	SNX33	ENST00000308527	1725
ENSG00000174010	KLHL15	ENST00000328046	1815
ENSG00000232326	TAP2	ENST00000548452	2307
ENSG00000174015	SPERT	ENST00000310521	1347
ENSG00000158445	KCNB1	ENST00000371741	2577
ENSG00000174016	FAM46D	ENST00000308293	1170
ENSG00000044090	CUL7	ENST00000535468	5349
ENSG00000268072	unknown	ENST00000596129	108
ENSG00000268076	unknown	ENST00000594112	111
ENSG00000204323	C17orf109	ENST00000375215	234
ENSG00000111412	C12orf49	ENST00000261318	618
ENSG00000206252	unknown	ENST00000383146	633
ENSG00000206256	PPT2	ENST00000383152	927
ENSG00000130287	NCAN	ENST00000252575	3966
ENSG00000130283	GDF1	ENST00000247005	1119
ENSG00000135535	CD164	ENST00000310786	594
ENSG00000154743	TSEN2	ENST00000402228	1398
ENSG00000269673	unknown	ENST00000594102	567
ENSG00000269670	unknown	ENST00000600316	1263
ENSG00000269671	unknown	ENST00000599617	717
ENSG00000269676	unknown	ENST00000595994	927
ENSG00000159714	ZDHHC1	ENST00000348579	1458
ENSG00000159713	TPPP3	ENST00000393957	531
ENSG00000234243	GPSM3	ENST00000429209	483
ENSG00000121075	TBX4	ENST00000393853	1641
ENSG00000121073	SLC35B1	ENST00000415270	1080
ENSG00000231145	unknown	ENST00000424876	48
ENSG00000171570	EGLN2	ENST00000594136	642
ENSG00000120306	C5orf32	ENST00000261811	294
ENSG00000171574	ZNF584	ENST00000306910	1266
ENSG00000111405	ENDOU	ENST00000422538	1233
ENSG00000111404	RERGL	ENST00000229002	618
ENSG00000135502	SLC26A10	ENST00000320442	1692
ENSG00000135503	ACVR1B	ENST00000541224	1641
ENSG00000087128	TMPRSS11E	ENST00000305363	1272
ENSG00000135506	OS9	ENST00000315970	2004
ENSG00000230891	unknown	ENST00000451284	333
ENSG00000041802	LSG1	ENST00000265245	1977
ENSG00000174903	RAB1B	ENST00000311481	606
ENSG00000102763	KIAA0564	ENST00000379310	5718
ENSG00000102760	C13orf15	ENST00000379359	414
ENSG00000198457	CYP21A2	ENST00000547367	1488
ENSG00000198455	ZXDB	ENST00000374888	2412
ENSG00000198454	C9orf141	ENST00000371629	693
ENSG00000198453	ZNF568	ENST00000333987	1935
ENSG00000109790	KLHL5	ENST00000359687	2313
ENSG00000147488	ST18	ENST00000276480	3144
ENSG00000109794	FAM149A	ENST00000356371	2322
ENSG00000147485	PXDNL	ENST00000356297	4392
ENSG00000147481	SNTG1	ENST00000518864	1554
ENSG00000163577	EIF5A2	ENST00000295822	462
ENSG00000068885	IFT80	ENST00000326448	2334
ENSG00000230230	TRIM26	ENST00000438908	1620
ENSG00000136856	SLC2A8	ENST00000373371	1434
ENSG00000136854	STXBP1	ENST00000373302	1812
ENSG00000132570	PCBD2	ENST00000254908	393
ENSG00000136859	ANGPTL2	ENST00000373425	1482
ENSG00000065457	ADAT1	ENST00000307921	1509
ENSG00000172081	MOBKL2A	ENST00000357066	654
ENSG00000172086	KRCC1	ENST00000347055	780
ENSG00000108774	RAB5C	ENST00000547517	750
ENSG00000108773	KAT2A	ENST00000225916	2514
ENSG00000108771	DHX58	ENST00000251642	2037
ENSG00000146281	PM20D2	ENST00000275072	1311
ENSG00000146282	RARS2	ENST00000369536	1737
ENSG00000146285	SCML4	ENST00000369020	1245
ENSG00000063854	HAGH	ENST00000397356	927
ENSG00000248540	unknown	ENST00000514871	327
ENSG00000258191	unknown	ENST00000546879	96
ENSG00000066379	ZNRD1	ENST00000332435	381
ENSG00000132394	EEFSEC	ENST00000254730	1791
ENSG00000145390	USP53	ENST00000274030	3222
ENSG00000145391	SETD7	ENST00000274031	1101
ENSG00000133627	ACTR3B	ENST00000256001	1257
ENSG00000138639	ARHGAP24	ENST00000395184	2247
ENSG00000139946	PELI2	ENST00000267460	1263
ENSG00000101442	ACTR5	ENST00000243903	1824
ENSG00000101443	WFDC2	ENST00000372676	375
ENSG00000145642	FAM159B	ENST00000389074	483
ENSG00000259980	unknown	ENST00000570192	921
ENSG00000101446	SPINT3	ENST00000217428	270
ENSG00000101447	FAM83D	ENST00000217429	1848
ENSG00000101444	AHCY	ENST00000217426	1299
ENSG00000101445	PPP1R16B	ENST00000299824	1704
ENSG00000145649	GZMA	ENST00000274306	789
ENSG00000101448	SPINLW1	ENST00000555685	540
ENSG00000214063	TSPAN4	ENST00000409531	774
ENSG00000137812	CASC5	ENST00000346991	7029
ENSG00000172339	ALG14	ENST00000370205	651
ENSG00000137814	HAUS2	ENST00000260372	708
ENSG00000137815	RTF1	ENST00000389629	2133
ENSG00000137817	PARP6	ENST00000569795	1893
ENSG00000137818	RPLP1	ENST00000260379	345
ENSG00000137819	PAQR5	ENST00000395407	993
ENSG00000172331	BPGM	ENST00000344924	780
ENSG00000258052	unknown	ENST00000550437	231
ENSG00000258053	unknown	ENST00000549357	252
ENSG00000173068	BNC2	ENST00000380672	3300
ENSG00000173065	C17orf63	ENST00000581407	1689
ENSG00000173064	C12orf51	ENST00000550722	12819
ENSG00000170647	TMEM133	ENST00000303130	390
ENSG00000138092	CENPO	ENST00000380834	903
ENSG00000138095	LRPPRC	ENST00000260665	4185
ENSG00000267854	unknown	ENST00000597239	1251
ENSG00000267855	unknown	ENST00000593729	342
ENSG00000267857	unknown	ENST00000596207	735
ENSG00000267850	unknown	ENST00000599299	162
ENSG00000054148	PHPT1	ENST00000247665	378
ENSG00000267859	unknown	ENST00000599374	2139
ENSG00000080618	CPB2	ENST00000181383	1272
ENSG00000085224	ATRX	ENST00000373344	7479
ENSG00000144119	C1QL2	ENST00000272520	864
ENSG00000144118	RALB	ENST00000474855	687
ENSG00000144115	THNSL2	ENST00000324166	1455
ENSG00000100311	PDGFB	ENST00000331163	726
ENSG00000150433	TMEM218	ENST00000528724	426
ENSG00000104671	DCTN6	ENST00000221114	573
ENSG00000100314	CABP7	ENST00000216144	648
ENSG00000100316	RPL3	ENST00000216146	1212
ENSG00000100319	ZMAT5	ENST00000344318	513
ENSG00000104679	R3HCC1	ENST00000411463	1443
ENSG00000224770	BTNL2	ENST00000552479	1368
ENSG00000235658	ATAT1	ENST00000442844	1266
ENSG00000224774	CSNK2B	ENST00000432290	705
ENSG00000156873	PHKG2	ENST00000328273	1233
ENSG00000235650	RPS18	ENST00000454021	459
ENSG00000203780	FANK1	ENST00000368693	1038
ENSG00000203786	KPRP	ENST00000368773	1740
ENSG00000156876	SASS6	ENST00000287482	1974
ENSG00000156875	HIAT1	ENST00000370152	1473
ENSG00000203785	SPRR2E	ENST00000368751	219
ENSG00000112818	MEP1A	ENST00000230588	2241
ENSG00000182938	OTOP3	ENST00000328801	1791
ENSG00000181374	CCL13	ENST00000225844	297
ENSG00000144426	NBEAL1	ENST00000449802	8085
ENSG00000181378	CCDC108	ENST00000341552	5778
ENSG00000182931	WFDC10B	ENST00000335769	270
ENSG00000112812	PRSS16	ENST00000230582	1545
ENSG00000182934	SRPR	ENST00000332118	1917
ENSG00000064195	DLX3	ENST00000434704	864
ENSG00000064199	SPA17	ENST00000227135	456
ENSG00000086758	HUWE1	ENST00000342160	13125
ENSG00000262988	unknown	ENST00000573932	630
ENSG00000262985	unknown	ENST00000573527	2106
ENSG00000120210	INSL6	ENST00000381641	642
ENSG00000262982	unknown	ENST00000573082	996
ENSG00000260851	unknown	ENST00000561728	220
ENSG00000169660	HEXDC	ENST00000337014	1758
ENSG00000156299	TIAM1	ENST00000286827	4776
ENSG00000156298	TSPAN7	ENST00000422612	828
ENSG00000261721	unknown	ENST00000569564	1116
ENSG00000269539	unknown	ENST00000601971	315
ENSG00000168398	BDKRB2	ENST00000554311	1176
ENSG00000269531	unknown	ENST00000598624	30
ENSG00000269533	unknown	ENST00000596400	538
